desc_epigrafe,id_local,lat,lon,points_in_radius
ACTIVIDADES DE LOS GIMNASIOS,270447828,40.38433158102832,-3.6658901733316895,6
ACTIVIDADES DE LOS GIMNASIOS,270450926,40.45782341030605,-3.6971850535057817,9
ACTIVIDADES DE LOS GIMNASIOS,270456251,40.453298917590885,-3.59058570243138,1
ACTIVIDADES DE LOS GIMNASIOS,270457563,40.389322890196276,-3.7414390314194734,5
ACTIVIDADES DE LOS GIMNASIOS,270458721,40.48035792915347,-3.6691971113516826,3
ACTIVIDADES DE LOS GIMNASIOS,270470046,40.414822481276225,-3.689810837919096,0
ACTIVIDADES DE LOS GIMNASIOS,270474169,40.47508961010404,-3.6750787779676126,0
ACTIVIDADES DE LOS GIMNASIOS,270474205,40.39505772766346,-3.7321461045070734,3
ACTIVIDADES DE LOS GIMNASIOS,270483903,40.440282164427096,-3.6791169813613447,15
ACTIVIDADES DE LOS GIMNASIOS,270485270,40.428543023566654,-3.637985069211601,4
ACTIVIDADES DE LOS GIMNASIOS,270486237,40.344845233732144,-3.7156021757423616,1
ACTIVIDADES DE LOS GIMNASIOS,270487005,40.429794786626026,-3.6574020153331466,3
ACTIVIDADES DE LOS GIMNASIOS,270488350,40.407478997772614,-3.6762416335627255,6
ACTIVIDADES DE LOS GIMNASIOS,270493084,40.374073759373736,-3.6214513472716554,2
ACTIVIDADES DE LOS GIMNASIOS,270493883,40.43276133346793,-3.698517995284055,9
ACTIVIDADES DE LOS GIMNASIOS,270497124,40.43280239830808,-3.7095417284336185,8
ACTIVIDADES DE LOS GIMNASIOS,270497251,40.380952148075245,-3.6223038596826287,4
ACTIVIDADES DE LOS GIMNASIOS,270497389,40.39417684943962,-3.734669910120436,3
ACTIVIDADES DE LOS GIMNASIOS,270497425,40.394282218229186,-3.765683726066254,2
ACTIVIDADES DE LOS GIMNASIOS,270502068,40.438359530445524,-3.6402355629371743,9
ACTIVIDADES DE LOS GIMNASIOS,270509369,40.35294253562056,-3.7011917096788376,0
ACTIVIDADES DE LOS GIMNASIOS,270509377,40.48365859061701,-3.7094866858085727,4
ACTIVIDADES DE LOS GIMNASIOS,270509954,40.40683792598527,-3.6590224759093646,1
ACTIVIDADES DE LOS GIMNASIOS,270510008,40.38670745657001,-3.705853384828373,0
ACTIVIDADES DE LOS GIMNASIOS,270510072,40.43066381394904,-3.6454560187299316,8
ACTIVIDADES DE LOS GIMNASIOS,270510328,40.39511971770032,-3.669849426905502,4
ACTIVIDADES DE LOS GIMNASIOS,270510435,40.44689976380051,-3.6102463483441762,1
ACTIVIDADES DE LOS GIMNASIOS,270510747,40.464549527647854,-3.63354827870492,5
ACTIVIDADES DE LOS GIMNASIOS,270511535,40.4718861345,-3.6836582166108687,0
ACTIVIDADES DE LOS GIMNASIOS,270512673,40.459528980422185,-3.6907040688588535,8
ACTIVIDADES DE LOS GIMNASIOS,270512681,40.422247481029856,-3.6773443261864456,5
ACTIVIDADES DE LOS GIMNASIOS,270512913,40.408813554037344,-3.7106334017042406,4
ACTIVIDADES DE LOS GIMNASIOS,270518481,40.437511635888704,-3.7040378698728835,7
ACTIVIDADES DE LOS GIMNASIOS,270520816,40.443025953592894,-3.653179693577047,2
ACTIVIDADES DE LOS GIMNASIOS,270520911,40.42243029267689,-3.69962527780606,8
ACTIVIDADES DE LOS GIMNASIOS,270521543,40.438922832599175,-3.7075308857415417,4
ACTIVIDADES DE LOS GIMNASIOS,270522337,40.46727874433307,-3.638551757369201,2
ACTIVIDADES DE LOS GIMNASIOS,270522463,40.448324657310884,-3.7007072932337097,12
ACTIVIDADES DE LOS GIMNASIOS,270522973,40.359653943093775,-3.696785857760105,2
ACTIVIDADES DE LOS GIMNASIOS,270523112,40.41002359279437,-3.731872196041943,2
ACTIVIDADES DE LOS GIMNASIOS,270523121,40.393279845284376,-3.7354731778791432,4
ACTIVIDADES DE LOS GIMNASIOS,270523462,40.432248992553056,-3.684754150192712,2
ACTIVIDADES DE LOS GIMNASIOS,270523572,40.44005681939737,-3.672959909260226,8
ACTIVIDADES DE LOS GIMNASIOS,270523642,40.38598964529066,-3.6563516161525063,2
ACTIVIDADES DE LOS GIMNASIOS,270523654,40.43623676053328,-3.717984237149973,4
ACTIVIDADES DE LOS GIMNASIOS,270523814,40.43335300068423,-3.691497361107186,4
ACTIVIDADES DE LOS GIMNASIOS,270524543,40.43392878106422,-3.643176401575415,11
ACTIVIDADES DE LOS GIMNASIOS,270525127,40.43182170565447,-3.6397255481924904,8
ACTIVIDADES DE LOS GIMNASIOS,270525137,40.44752980557439,-3.5877051475892543,1
ACTIVIDADES DE LOS GIMNASIOS,270525272,40.44736097644386,-3.7110036402395608,4
ACTIVIDADES DE LOS GIMNASIOS,270527250,40.40797411908694,-3.7424567481602153,3
ACTIVIDADES DE LOS GIMNASIOS,270528069,40.50687944015691,-3.663098857167016,0
ACTIVIDADES DE LOS GIMNASIOS,270528399,40.40270877963012,-3.680082785884422,6
ACTIVIDADES DE LOS GIMNASIOS,270528660,40.391278857223895,-3.6918092229553614,3
ACTIVIDADES DE LOS GIMNASIOS,270529556,40.44922313758847,-3.5770121497659577,1
ACTIVIDADES DE LOS GIMNASIOS,270529865,40.403809541622266,-3.678267234251345,10
ACTIVIDADES DE LOS GIMNASIOS,270531566,40.39013363955755,-3.6579706789606425,3
ACTIVIDADES DE LOS GIMNASIOS,270532334,40.40410944995686,-3.7079205742832713,8
ACTIVIDADES DE LOS GIMNASIOS,270532387,40.42294199180565,-3.6999252803272253,8
ACTIVIDADES DE LOS GIMNASIOS,270532438,40.396011030959,-3.6974076098357735,5
ACTIVIDADES DE LOS GIMNASIOS,270532454,40.43497955654344,-3.670751688217781,4
ACTIVIDADES DE LOS GIMNASIOS,270532459,40.42108132782281,-3.705163315860052,7
ACTIVIDADES DE LOS GIMNASIOS,270532569,40.41779302688111,-3.676486337726955,6
ACTIVIDADES DE LOS GIMNASIOS,270532577,40.40351408194178,-3.70509780627893,9
ACTIVIDADES DE LOS GIMNASIOS,270532685,40.42543215991989,-3.6672617515461576,7
ACTIVIDADES DE LOS GIMNASIOS,270532798,40.476071230491826,-3.711235514226969,5
ACTIVIDADES DE LOS GIMNASIOS,270532803,40.47812903202796,-3.709157242402605,3
ACTIVIDADES DE LOS GIMNASIOS,270532881,40.406127080777566,-3.741081166494212,3
ACTIVIDADES DE LOS GIMNASIOS,270532946,40.483478061367634,-3.709543778066712,4
ACTIVIDADES DE LOS GIMNASIOS,270533015,40.42540025774214,-3.7134012847534046,2
ACTIVIDADES DE LOS GIMNASIOS,270533173,40.428500154340156,-3.6408493993701656,5
ACTIVIDADES DE LOS GIMNASIOS,270533289,40.389403129588544,-3.7201614177176223,1
ACTIVIDADES DE LOS GIMNASIOS,270533294,40.378559580074594,-3.779453537089583,1
ACTIVIDADES DE LOS GIMNASIOS,270533300,40.42797581958996,-3.7179318636012417,1
ACTIVIDADES DE LOS GIMNASIOS,270533319,40.45582479330125,-3.6879181816699864,4
ACTIVIDADES DE LOS GIMNASIOS,270533346,40.432789142314725,-3.698388595681267,9
ACTIVIDADES DE LOS GIMNASIOS,270533407,40.46153975985359,-3.6595039589216696,1
ACTIVIDADES DE LOS GIMNASIOS,270533522,40.47859268503447,-3.669108796188277,3
ACTIVIDADES DE LOS GIMNASIOS,270533733,40.384604406901566,-3.673244432005989,5
ACTIVIDADES DE LOS GIMNASIOS,270533737,40.456082834013706,-3.646265192911585,1
ACTIVIDADES DE LOS GIMNASIOS,270533993,40.424148333467706,-3.695576131419794,5
ACTIVIDADES DE LOS GIMNASIOS,270534317,40.454304240959246,-3.593082945591473,1
ACTIVIDADES DE LOS GIMNASIOS,270535189,40.40612702909077,-3.6809657182912954,8
ACTIVIDADES DE LOS GIMNASIOS,270535448,40.45821708837976,-3.676384255426046,8
ACTIVIDADES DE LOS GIMNASIOS,270535965,40.400512213474435,-3.700942041766398,14
ACTIVIDADES DE LOS GIMNASIOS,270536303,40.437371159026014,-3.638115672743944,8
ACTIVIDADES DE LOS GIMNASIOS,270536606,40.38819370651312,-3.6999661302671782,1
ACTIVIDADES DE LOS GIMNASIOS,270537719,40.394946112639964,-3.7125025077846634,7
ACTIVIDADES DE LOS GIMNASIOS,270538470,40.42146430862441,-3.632613794546741,1
ACTIVIDADES DE LOS GIMNASIOS,270540414,40.50428278455286,-3.7060923462623454,2
ACTIVIDADES DE LOS GIMNASIOS,270542435,40.466048988324715,-3.722111454915096,0
ACTIVIDADES DE LOS GIMNASIOS,270542579,40.397528351713476,-3.619050865522908,1
ACTIVIDADES DE LOS GIMNASIOS,270542793,40.36316417550932,-3.692841164385636,2
ACTIVIDADES DE LOS GIMNASIOS,270546545,40.47163935214795,-3.66570145988702,2
ACTIVIDADES DE LOS GIMNASIOS,270547596,40.38589482121274,-3.7629378888542537,2
ACTIVIDADES DE LOS GIMNASIOS,270549943,40.46526063695767,-3.592801733525645,0
ACTIVIDADES DE LOS GIMNASIOS,270550022,40.3930023675116,-3.7547938301426864,4
ACTIVIDADES DE LOS GIMNASIOS,270550760,40.43555914171869,-3.6592501565887976,2
ACTIVIDADES DE LOS GIMNASIOS,270551757,40.49341288739106,-3.67369281376612,1
ACTIVIDADES DE LOS GIMNASIOS,270552102,40.42710862729341,-3.662409552714542,5
ACTIVIDADES DE LOS GIMNASIOS,270552155,40.51286607434325,-3.6607025218481026,0
ACTIVIDADES DE LOS GIMNASIOS,270552349,40.38106059119856,-3.623930603164742,4
ACTIVIDADES DE LOS GIMNASIOS,270553513,40.50731376475984,-3.653259584725156,0
ACTIVIDADES DE LOS GIMNASIOS,270553543,40.4304380997978,-3.7027969506512766,12
ACTIVIDADES DE LOS GIMNASIOS,270554222,40.42824948757809,-3.730348427693309,0
ACTIVIDADES DE LOS GIMNASIOS,270555008,40.365049274380105,-3.737687074279154,0
ACTIVIDADES DE LOS GIMNASIOS,270555116,40.425322823543475,-3.682915753538611,6
ACTIVIDADES DE LOS GIMNASIOS,270555427,40.504176663471625,-3.708711332687013,1
ACTIVIDADES DE LOS GIMNASIOS,270556373,40.41917180896122,-3.7021375955860494,5
ACTIVIDADES DE LOS GIMNASIOS,270556431,40.38119105004192,-3.662101300559007,1
ACTIVIDADES DE LOS GIMNASIOS,270556593,40.37616278791506,-3.663877962108207,1
ACTIVIDADES DE LOS GIMNASIOS,270557142,40.4443586636931,-3.6564707142950703,1
ACTIVIDADES DE LOS GIMNASIOS,270557456,40.347330052961404,-3.7026407657239973,1
ACTIVIDADES DE LOS GIMNASIOS,270557466,40.49447375807658,-3.6175447383963615,0
ACTIVIDADES DE LOS GIMNASIOS,270558435,40.424242708800136,-3.682751581945293,6
ACTIVIDADES DE LOS GIMNASIOS,270558547,40.43745437815037,-3.6880965311867415,2
ACTIVIDADES DE LOS GIMNASIOS,270559167,40.433346941206366,-3.674189896483081,5
ACTIVIDADES DE LOS GIMNASIOS,270559222,40.46341239720694,-3.6469368689890342,4
ACTIVIDADES DE LOS GIMNASIOS,270559467,40.33907809245935,-3.7143522396385564,0
ACTIVIDADES DE LOS GIMNASIOS,270559508,40.46439911388336,-3.6493053970020313,3
ACTIVIDADES DE LOS GIMNASIOS,270559656,40.437298728107685,-3.7123361921899303,3
ACTIVIDADES DE LOS GIMNASIOS,270561075,40.38664741163613,-3.691938558718845,2
ACTIVIDADES DE LOS GIMNASIOS,270561663,40.492580812141384,-3.65383661685058,1
ACTIVIDADES DE LOS GIMNASIOS,270562605,40.45695639775457,-3.6930483140429264,10
ACTIVIDADES DE LOS GIMNASIOS,270563471,40.47841675201993,-3.707779934859953,3
ACTIVIDADES DE LOS GIMNASIOS,270564026,40.460821334393096,-3.680892349030879,2
ACTIVIDADES DE LOS GIMNASIOS,270565652,40.43959262285399,-3.6296320661371895,2
ACTIVIDADES DE LOS GIMNASIOS,270567253,40.47248443431658,-3.591835534400282,0
ACTIVIDADES DE LOS GIMNASIOS,270568568,40.39684566886311,-3.6914491958577,2
ACTIVIDADES DE LOS GIMNASIOS,270569047,40.45936804316909,-3.647849641514948,3
ACTIVIDADES DE LOS GIMNASIOS,270570458,40.49014243546854,-3.7282430299345575,0
ACTIVIDADES DE LOS GIMNASIOS,270570553,40.40515233197649,-3.7058180770082494,8
ACTIVIDADES DE LOS GIMNASIOS,280001577,40.4251802387724,-3.6872287614709247,3
ACTIVIDADES DE LOS GIMNASIOS,280002660,40.42467538275303,-3.6656864217014933,6
ACTIVIDADES DE LOS GIMNASIOS,280003056,40.43366894307353,-3.6714932199074153,3
ACTIVIDADES DE LOS GIMNASIOS,280004076,40.43684964946881,-3.6806623664847935,10
ACTIVIDADES DE LOS GIMNASIOS,280008105,40.41342782450368,-3.7029972245189633,5
ACTIVIDADES DE LOS GIMNASIOS,280008240,40.41160511797974,-3.69601269386058,7
ACTIVIDADES DE LOS GIMNASIOS,280008711,40.41100333815939,-3.701687325058833,7
ACTIVIDADES DE LOS GIMNASIOS,280008963,40.412163744713524,-3.698988561792176,9
ACTIVIDADES DE LOS GIMNASIOS,280009055,40.41148743307679,-3.6946089422576462,5
ACTIVIDADES DE LOS GIMNASIOS,280009998,40.42483999976192,-3.695913330942819,5
